,attrition_flag,dependent_count,education_level,marital_status,income_category,card_category,credit_limit
6469,Attrited Customer,3,Doctorate,Single,Less than $40K,Blue,2437.0
6470,Existing Customer,1,High School,Married,Less than $40K,Blue,1438.3
6471,Existing Customer,3,Graduate,Single,Less than $40K,Blue,3913.0
6472,Existing Customer,2,High School,Married,Less than $40K,Blue,4953.0
6473,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,5724.0
6474,Existing Customer,3,Uneducated,Married,$40K - $60K,Blue,1438.3
6475,Existing Customer,2,Unknown,Single,Less than $40K,Blue,1886.0
6476,Attrited Customer,3,Graduate,Single,$40K - $60K,Blue,1451.0
6477,Existing Customer,1,High School,Married,Unknown,Blue,2950.0
6478,Attrited Customer,0,College,Single,$40K - $60K,Blue,1438.3
6479,Existing Customer,2,Graduate,Unknown,$40K - $60K,Blue,2024.0
6480,Attrited Customer,0,College,Single,Unknown,Blue,2299.0
6481,Existing Customer,1,High School,Married,$40K - $60K,Blue,3291.0
6482,Attrited Customer,2,Unknown,Single,Less than $40K,Blue,1438.3
6483,Existing Customer,5,High School,Divorced,Less than $40K,Blue,2137.0
6484,Attrited Customer,2,High School,Married,Less than $40K,Blue,1438.3
6485,Existing Customer,3,Unknown,Single,$80K - $120K,Blue,16794.0
6486,Existing Customer,3,Unknown,Married,$40K - $60K,Blue,12219.0
6487,Existing Customer,2,High School,Married,Less than $40K,Blue,1804.0
6488,Existing Customer,2,Unknown,Married,Less than $40K,Blue,2343.0
6489,Existing Customer,3,Post-Graduate,Single,$80K - $120K,Blue,19724.0
6490,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,3949.0
6491,Attrited Customer,0,Graduate,Single,Less than $40K,Blue,1682.0
6492,Attrited Customer,1,Post-Graduate,Single,Less than $40K,Blue,1724.0
6493,Existing Customer,3,Doctorate,Married,Less than $40K,Blue,2372.0
6494,Existing Customer,3,Uneducated,Married,$120K +,Blue,4642.0
6495,Existing Customer,4,College,Single,$40K - $60K,Blue,2765.0
6496,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2555.0
6497,Existing Customer,3,Uneducated,Married,$80K - $120K,Blue,3150.0
6498,Existing Customer,2,Graduate,Married,Less than $40K,Blue,2570.0
6499,Existing Customer,0,Graduate,Single,$60K - $80K,Blue,4386.0
6500,Existing Customer,4,Uneducated,Married,Less than $40K,Blue,2411.0
6501,Attrited Customer,3,Graduate,Divorced,Less than $40K,Blue,6397.0
6502,Attrited Customer,1,Uneducated,Unknown,$120K +,Blue,23958.0
6503,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2608.0
6504,Existing Customer,3,Post-Graduate,Married,$40K - $60K,Blue,4409.0
6505,Existing Customer,2,Doctorate,Single,$60K - $80K,Blue,10033.0
6506,Attrited Customer,2,High School,Single,$60K - $80K,Blue,1641.0
6507,Existing Customer,2,High School,Single,Less than $40K,Blue,2454.0
6508,Existing Customer,2,High School,Married,Less than $40K,Blue,1978.0
6509,Existing Customer,2,Post-Graduate,Married,$60K - $80K,Blue,5464.0
6510,Existing Customer,3,High School,Single,$60K - $80K,Blue,5951.0
6511,Existing Customer,2,Uneducated,Single,Less than $40K,Blue,2381.0
6512,Existing Customer,4,Post-Graduate,Divorced,$60K - $80K,Blue,11596.0
6513,Existing Customer,3,Post-Graduate,Single,$40K - $60K,Blue,5162.0
6514,Existing Customer,1,Uneducated,Single,Unknown,Blue,16312.0
6515,Attrited Customer,3,High School,Single,$60K - $80K,Silver,25276.0
6516,Existing Customer,3,High School,Single,Less than $40K,Blue,1939.0
6517,Existing Customer,2,Doctorate,Divorced,$40K - $60K,Blue,2788.0
6518,Existing Customer,3,High School,Married,Less than $40K,Blue,1438.3
6519,Existing Customer,0,Unknown,Married,Less than $40K,Blue,2448.0
6520,Existing Customer,1,College,Married,Unknown,Blue,10317.0
6521,Attrited Customer,1,College,Single,Less than $40K,Blue,3119.0
6522,Attrited Customer,4,Graduate,Single,Less than $40K,Blue,2803.0
6523,Existing Customer,4,Graduate,Unknown,Less than $40K,Blue,2397.0
6524,Attrited Customer,3,Unknown,Divorced,Less than $40K,Blue,1693.0
6525,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,2866.0
6526,Existing Customer,3,Uneducated,Unknown,$40K - $60K,Blue,2498.0
6527,Existing Customer,4,College,Divorced,Less than $40K,Blue,1878.0
6528,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,2712.0
6529,Attrited Customer,2,High School,Single,$120K +,Blue,34516.0
6530,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,6169.0
6531,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,6205.0
6532,Existing Customer,2,Unknown,Unknown,Less than $40K,Blue,1780.0
6533,Existing Customer,3,High School,Married,Less than $40K,Blue,1438.3
6534,Attrited Customer,2,High School,Married,Less than $40K,Blue,2811.0
6535,Attrited Customer,1,Unknown,Single,Less than $40K,Blue,7501.0
6536,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,2856.0
6537,Existing Customer,3,Unknown,Single,$80K - $120K,Blue,29898.0
6538,Existing Customer,2,Graduate,Married,$60K - $80K,Blue,1939.0
6539,Existing Customer,2,High School,Married,Less than $40K,Blue,2965.0
6540,Existing Customer,4,Unknown,Single,Less than $40K,Blue,2812.0
6541,Attrited Customer,1,Graduate,Single,Unknown,Blue,10031.0
6542,Existing Customer,0,Graduate,Divorced,$40K - $60K,Blue,4049.0
6543,Attrited Customer,3,Graduate,Single,$40K - $60K,Blue,2669.0
6544,Attrited Customer,3,College,Single,Less than $40K,Blue,1951.0
6545,Existing Customer,1,Graduate,Single,$40K - $60K,Blue,1528.0
6546,Attrited Customer,2,High School,Married,Less than $40K,Blue,1438.3
6547,Attrited Customer,2,Unknown,Married,$60K - $80K,Blue,3143.0
6548,Existing Customer,5,High School,Unknown,Less than $40K,Blue,1438.3
6549,Existing Customer,2,Unknown,Single,$40K - $60K,Blue,8406.0
6550,Existing Customer,0,High School,Unknown,Less than $40K,Blue,2242.0
6551,Attrited Customer,5,Graduate,Divorced,$60K - $80K,Blue,6538.0
6552,Existing Customer,2,Unknown,Married,Less than $40K,Blue,4710.0
6553,Existing Customer,1,Graduate,Single,$120K +,Blue,13032.0
6554,Existing Customer,4,High School,Married,Less than $40K,Blue,2225.0
6555,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,3143.0
6556,Existing Customer,2,Uneducated,Married,$60K - $80K,Blue,5013.0
6557,Existing Customer,0,High School,Married,Less than $40K,Blue,3466.0
6558,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1686.0
6559,Attrited Customer,3,Unknown,Divorced,$40K - $60K,Blue,1689.0
6560,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,1626.0
6561,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,1614.0
6562,Existing Customer,3,Uneducated,Single,Unknown,Blue,2429.0
6563,Existing Customer,2,Unknown,Married,$40K - $60K,Blue,1438.3
6564,Attrited Customer,4,Graduate,Married,$80K - $120K,Blue,17523.0
6565,Existing Customer,2,College,Married,Less than $40K,Blue,2573.0
6566,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,2900.0
6567,Existing Customer,2,Post-Graduate,Single,Less than $40K,Blue,2352.0
6568,Existing Customer,2,College,Single,Less than $40K,Blue,2212.0
6569,Attrited Customer,2,College,Single,$80K - $120K,Blue,9642.0
6570,Existing Customer,1,High School,Married,$120K +,Blue,9257.0
6571,Attrited Customer,2,Unknown,Single,Less than $40K,Blue,1731.0
6572,Existing Customer,1,Graduate,Unknown,$60K - $80K,Blue,16929.0
6573,Existing Customer,2,College,Married,$80K - $120K,Blue,3606.0
6574,Existing Customer,4,Uneducated,Single,$40K - $60K,Blue,1714.0
6575,Existing Customer,3,Uneducated,Married,$80K - $120K,Blue,23512.0
6576,Attrited Customer,3,Unknown,Married,Less than $40K,Blue,1855.0
6577,Attrited Customer,3,College,Single,Less than $40K,Blue,1605.0
6578,Attrited Customer,3,Graduate,Married,Less than $40K,Blue,2302.0
6579,Existing Customer,3,Uneducated,Married,$60K - $80K,Blue,13546.0
6580,Attrited Customer,4,Post-Graduate,Unknown,Less than $40K,Blue,2440.0
6581,Existing Customer,1,Graduate,Single,Less than $40K,Blue,2669.0
6582,Attrited Customer,3,Unknown,Single,Less than $40K,Blue,2402.0
6583,Attrited Customer,2,Unknown,Single,$40K - $60K,Blue,3001.0
6584,Existing Customer,2,Unknown,Married,Less than $40K,Blue,2552.0
6585,Existing Customer,3,Unknown,Married,Less than $40K,Blue,2679.0
6586,Existing Customer,4,High School,Single,Less than $40K,Blue,1502.0
6587,Existing Customer,1,Graduate,Unknown,$40K - $60K,Blue,1438.3
6588,Existing Customer,4,Unknown,Married,Less than $40K,Blue,3331.0
6589,Existing Customer,1,Unknown,Divorced,Less than $40K,Blue,1438.3
6590,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2426.0
6591,Attrited Customer,2,High School,Single,$80K - $120K,Blue,2791.0
6592,Existing Customer,2,Unknown,Unknown,$80K - $120K,Blue,18379.0
6593,Existing Customer,2,Doctorate,Married,$120K +,Blue,3499.0
6594,Existing Customer,0,College,Single,Less than $40K,Blue,1438.3
6595,Existing Customer,2,Graduate,Married,$120K +,Blue,18295.0
6596,Existing Customer,1,Graduate,Single,Less than $40K,Blue,1568.0
6597,Existing Customer,2,Post-Graduate,Married,Less than $40K,Blue,2712.0
6598,Attrited Customer,5,Post-Graduate,Single,$120K +,Silver,34516.0
6599,Existing Customer,5,High School,Single,Less than $40K,Blue,2177.0
6600,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,2296.0
6601,Existing Customer,3,Post-Graduate,Married,Less than $40K,Blue,2435.0
6602,Attrited Customer,3,Graduate,Divorced,Less than $40K,Blue,1495.0
6603,Attrited Customer,3,Doctorate,Single,$120K +,Blue,9220.0
6604,Attrited Customer,2,High School,Married,$60K - $80K,Blue,23128.0
6605,Existing Customer,2,Doctorate,Single,Less than $40K,Blue,4254.0
6606,Attrited Customer,3,Unknown,Single,$40K - $60K,Blue,14897.0
6607,Existing Customer,2,Uneducated,Single,Less than $40K,Blue,3554.0
6608,Existing Customer,2,High School,Married,Less than $40K,Blue,1798.0
6609,Existing Customer,2,College,Single,Less than $40K,Blue,2429.0
6610,Existing Customer,4,Graduate,Divorced,$40K - $60K,Blue,2477.0
6611,Existing Customer,2,Uneducated,Divorced,Unknown,Blue,14304.0
6612,Existing Customer,0,High School,Single,Less than $40K,Blue,1536.0
6613,Existing Customer,3,High School,Unknown,Unknown,Blue,15370.0
6614,Existing Customer,4,Unknown,Unknown,$40K - $60K,Gold,23981.0
6615,Existing Customer,3,Unknown,Single,$60K - $80K,Blue,6318.0
6616,Existing Customer,1,Graduate,Single,Unknown,Blue,3558.0
6617,Attrited Customer,4,Graduate,Unknown,Less than $40K,Blue,1677.0
6618,Existing Customer,4,Unknown,Married,Less than $40K,Blue,2734.0
6619,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,2396.0
6620,Existing Customer,4,High School,Married,$80K - $120K,Blue,9852.0
6621,Existing Customer,4,High School,Single,$60K - $80K,Blue,1579.0
6622,Attrited Customer,3,Unknown,Single,Unknown,Blue,1900.0
6623,Existing Customer,2,College,Married,$40K - $60K,Blue,1820.0
6624,Existing Customer,1,Uneducated,Unknown,$40K - $60K,Blue,2406.0
6625,Attrited Customer,0,Unknown,Married,$60K - $80K,Blue,4541.0
6626,Existing Customer,4,Unknown,Single,Less than $40K,Blue,3124.0
6627,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2240.0
6628,Existing Customer,4,Uneducated,Married,$40K - $60K,Blue,1773.0
6629,Existing Customer,0,Graduate,Married,Less than $40K,Blue,1674.0
6630,Existing Customer,4,Graduate,Married,Unknown,Blue,3257.0
6631,Existing Customer,3,High School,Married,Unknown,Silver,32611.0
6632,Existing Customer,3,Graduate,Divorced,Less than $40K,Blue,3027.0
6633,Existing Customer,3,Graduate,Single,Less than $40K,Blue,4210.0
6634,Existing Customer,3,Graduate,Divorced,$40K - $60K,Blue,10931.0
6635,Existing Customer,3,Graduate,Single,$120K +,Blue,34516.0
6636,Existing Customer,0,Doctorate,Single,$40K - $60K,Blue,2637.0
6637,Existing Customer,4,Graduate,Single,Less than $40K,Blue,2899.0
6638,Existing Customer,2,Unknown,Divorced,$120K +,Blue,1438.3
6639,Existing Customer,0,Doctorate,Divorced,Less than $40K,Blue,1573.0
6640,Attrited Customer,3,Graduate,Married,Less than $40K,Blue,6184.0
6641,Existing Customer,0,College,Married,$120K +,Silver,34516.0
6642,Existing Customer,3,Uneducated,Married,Unknown,Blue,1822.0
6643,Existing Customer,2,Unknown,Single,Less than $40K,Blue,2701.0
6644,Attrited Customer,1,High School,Unknown,Less than $40K,Blue,3654.0
6645,Existing Customer,3,Post-Graduate,Single,$80K - $120K,Blue,2626.0
6646,Existing Customer,1,High School,Single,Less than $40K,Blue,1438.3
6647,Existing Customer,4,Graduate,Single,Unknown,Blue,13376.0
6648,Existing Customer,3,Graduate,Single,$120K +,Blue,31636.0
6649,Existing Customer,1,Unknown,Married,Less than $40K,Blue,3453.0
6650,Attrited Customer,3,Graduate,Married,Less than $40K,Blue,3889.0
6651,Existing Customer,4,Post-Graduate,Unknown,$40K - $60K,Blue,2216.0
6652,Existing Customer,2,Uneducated,Married,$80K - $120K,Blue,11434.0
6653,Existing Customer,5,Graduate,Married,Unknown,Blue,3146.0
6654,Existing Customer,3,High School,Married,$80K - $120K,Blue,2790.0
6655,Existing Customer,4,High School,Single,Unknown,Blue,4396.0
6656,Existing Customer,0,Uneducated,Single,$60K - $80K,Blue,14314.0
6657,Attrited Customer,2,Graduate,Married,$40K - $60K,Blue,1889.0
6658,Existing Customer,1,High School,Single,Less than $40K,Blue,1862.0
6659,Existing Customer,0,High School,Married,$40K - $60K,Blue,2875.0
6660,Attrited Customer,3,High School,Married,Less than $40K,Blue,1763.0
6661,Existing Customer,5,Graduate,Married,$40K - $60K,Blue,1438.3
6662,Existing Customer,1,Post-Graduate,Single,$40K - $60K,Blue,2623.0
6663,Attrited Customer,2,High School,Married,Less than $40K,Blue,1944.0
6664,Attrited Customer,3,Uneducated,Married,$40K - $60K,Blue,1438.3
6665,Existing Customer,1,Graduate,Single,Unknown,Blue,2884.0
6666,Existing Customer,1,Unknown,Single,Less than $40K,Blue,2936.0
6667,Attrited Customer,3,Graduate,Married,$40K - $60K,Blue,5791.0
6668,Existing Customer,0,Graduate,Single,$40K - $60K,Blue,1438.3
6669,Existing Customer,4,Doctorate,Single,Less than $40K,Blue,1912.0
6670,Existing Customer,2,Unknown,Single,Unknown,Blue,3288.0
6671,Attrited Customer,2,Unknown,Married,Unknown,Blue,4382.0
6672,Existing Customer,3,Graduate,Married,Unknown,Blue,3595.0
6673,Attrited Customer,4,Graduate,Married,Less than $40K,Blue,3159.0
6674,Existing Customer,3,Uneducated,Unknown,Unknown,Blue,5393.0
6675,Existing Customer,2,Graduate,Unknown,$80K - $120K,Blue,12222.0
6676,Existing Customer,5,Graduate,Single,Less than $40K,Blue,1438.3
6677,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,3429.0
6678,Existing Customer,3,Uneducated,Single,$80K - $120K,Blue,12618.0
6679,Existing Customer,3,Uneducated,Married,Less than $40K,Blue,6049.0
6680,Existing Customer,1,Graduate,Single,Less than $40K,Blue,2533.0
6681,Existing Customer,1,Graduate,Single,Unknown,Blue,2411.0
6682,Existing Customer,4,College,Divorced,$60K - $80K,Blue,2001.0
6683,Existing Customer,2,Graduate,Single,Unknown,Blue,2042.0
6684,Attrited Customer,2,Uneducated,Married,$60K - $80K,Blue,2527.0
6685,Existing Customer,1,Unknown,Married,Less than $40K,Blue,1438.3
6686,Existing Customer,4,Post-Graduate,Married,Unknown,Blue,13816.0
6687,Existing Customer,1,Post-Graduate,Single,Less than $40K,Blue,2256.0
6688,Existing Customer,5,High School,Married,Unknown,Silver,34516.0
6689,Existing Customer,3,Post-Graduate,Married,$80K - $120K,Blue,6400.0
6690,Existing Customer,4,Graduate,Married,Unknown,Blue,1816.0
6691,Existing Customer,2,Doctorate,Single,$40K - $60K,Blue,3347.0
6692,Existing Customer,1,High School,Single,Less than $40K,Blue,2705.0
6693,Existing Customer,1,Graduate,Married,$40K - $60K,Blue,2043.0
6694,Existing Customer,3,High School,Single,$40K - $60K,Blue,1912.0
6695,Existing Customer,3,Post-Graduate,Divorced,$40K - $60K,Blue,3028.0
6696,Existing Customer,5,High School,Married,Less than $40K,Blue,1514.0
6697,Existing Customer,2,Unknown,Single,Less than $40K,Blue,1438.3
6698,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,3103.0
6699,Existing Customer,2,Doctorate,Divorced,Less than $40K,Blue,2504.0
6700,Attrited Customer,1,High School,Married,Unknown,Blue,3674.0
6701,Existing Customer,1,Graduate,Married,$80K - $120K,Blue,2916.0
6702,Existing Customer,1,Uneducated,Single,Less than $40K,Blue,1633.0
6703,Existing Customer,2,Uneducated,Single,$80K - $120K,Blue,5466.0
6704,Existing Customer,2,High School,Married,$40K - $60K,Blue,2032.0
6705,Existing Customer,0,Uneducated,Single,$60K - $80K,Blue,3933.0
6706,Existing Customer,3,Uneducated,Unknown,$80K - $120K,Blue,21328.0
6707,Existing Customer,4,Graduate,Single,Less than $40K,Blue,3562.0
6708,Attrited Customer,2,High School,Single,Unknown,Blue,2069.0
6709,Existing Customer,3,Graduate,Single,$120K +,Blue,3534.0
6710,Existing Customer,3,Uneducated,Married,$40K - $60K,Blue,2402.0
6711,Existing Customer,2,Uneducated,Married,Unknown,Blue,3136.0
6712,Existing Customer,1,Uneducated,Divorced,$40K - $60K,Blue,2802.0
6713,Existing Customer,4,Uneducated,Married,Unknown,Blue,2315.0
6714,Existing Customer,3,College,Unknown,Unknown,Blue,11238.0
6715,Attrited Customer,0,Graduate,Married,$60K - $80K,Blue,1460.0
6716,Existing Customer,1,Graduate,Married,Less than $40K,Blue,2602.0
6717,Attrited Customer,2,Graduate,Single,Less than $40K,Blue,4225.0
6718,Existing Customer,4,Post-Graduate,Single,$40K - $60K,Blue,2576.0
6719,Attrited Customer,4,Graduate,Married,Unknown,Blue,1931.0
6720,Attrited Customer,3,Post-Graduate,Single,$40K - $60K,Blue,2344.0
6721,Existing Customer,1,Unknown,Unknown,Unknown,Blue,7270.0
6722,Existing Customer,2,High School,Single,Less than $40K,Blue,2395.0
6723,Existing Customer,4,Uneducated,Single,Less than $40K,Blue,2835.0
6724,Existing Customer,0,Unknown,Single,$40K - $60K,Blue,1540.0
6725,Existing Customer,2,Uneducated,Married,Unknown,Blue,3017.0
6726,Existing Customer,1,Graduate,Married,Less than $40K,Blue,1438.3
6727,Existing Customer,1,Doctorate,Single,$40K - $60K,Blue,1438.3
6728,Existing Customer,1,Graduate,Married,Less than $40K,Blue,1584.0
6729,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,2676.0
6730,Existing Customer,2,Unknown,Divorced,$40K - $60K,Blue,5084.0
6731,Attrited Customer,3,Graduate,Single,Less than $40K,Blue,1764.0
6732,Existing Customer,0,Unknown,Unknown,$60K - $80K,Blue,23925.0
6733,Existing Customer,3,Graduate,Married,Unknown,Blue,2886.0
6734,Existing Customer,3,High School,Unknown,Unknown,Blue,6720.0
6735,Existing Customer,4,High School,Single,Less than $40K,Gold,15569.0
6736,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,1565.0
6737,Existing Customer,5,High School,Single,$60K - $80K,Blue,5947.0
6738,Existing Customer,3,Graduate,Married,$60K - $80K,Blue,18821.0
6739,Attrited Customer,3,Graduate,Married,$40K - $60K,Blue,1544.0
6740,Existing Customer,2,Uneducated,Married,Less than $40K,Blue,1755.0
6741,Existing Customer,4,Graduate,Married,Less than $40K,Blue,1438.3
6742,Existing Customer,2,College,Single,Less than $40K,Blue,2153.0
6743,Attrited Customer,3,Uneducated,Married,Less than $40K,Blue,1684.0
6744,Existing Customer,3,Unknown,Single,$40K - $60K,Blue,5662.0
6745,Existing Customer,5,Graduate,Single,Less than $40K,Blue,2799.0
6746,Existing Customer,3,Unknown,Married,$120K +,Blue,12398.0
6747,Existing Customer,2,Post-Graduate,Single,$40K - $60K,Blue,4461.0
6748,Existing Customer,1,Post-Graduate,Divorced,$40K - $60K,Blue,2597.0
6749,Existing Customer,3,Uneducated,Single,Unknown,Blue,9733.0
6750,Existing Customer,2,Graduate,Married,Less than $40K,Blue,2261.0
6751,Existing Customer,3,High School,Married,Less than $40K,Blue,2822.0
6752,Existing Customer,3,High School,Unknown,Less than $40K,Blue,8793.0
6753,Existing Customer,0,Graduate,Married,Unknown,Blue,5843.0
6754,Existing Customer,4,High School,Single,Less than $40K,Blue,3322.0
6755,Existing Customer,1,High School,Married,Less than $40K,Blue,2036.0
6756,Existing Customer,0,Unknown,Single,Less than $40K,Blue,2387.0
6757,Existing Customer,4,College,Unknown,Less than $40K,Blue,1884.0
6758,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,3747.0
6759,Existing Customer,1,Uneducated,Married,Less than $40K,Blue,2220.0
6760,Existing Customer,2,College,Married,$40K - $60K,Blue,2428.0
6761,Attrited Customer,3,Unknown,Married,$40K - $60K,Blue,1438.3
6762,Existing Customer,4,Post-Graduate,Single,$40K - $60K,Blue,1850.0
6763,Existing Customer,2,Graduate,Married,$40K - $60K,Silver,16002.0
6764,Attrited Customer,2,Unknown,Unknown,Less than $40K,Blue,1438.3
6765,Existing Customer,1,High School,Unknown,Less than $40K,Blue,5222.0
6766,Existing Customer,2,Graduate,Married,Less than $40K,Blue,1438.3
6767,Existing Customer,0,Unknown,Single,Less than $40K,Blue,2582.0
6768,Existing Customer,3,Graduate,Married,$40K - $60K,Blue,1533.0
6769,Existing Customer,3,Graduate,Married,Less than $40K,Blue,1438.3
6770,Attrited Customer,1,Unknown,Divorced,$80K - $120K,Blue,5763.0
6771,Existing Customer,3,Uneducated,Single,Unknown,Blue,1910.0
6772,Existing Customer,0,Unknown,Married,Less than $40K,Blue,1515.0
6773,Existing Customer,2,Graduate,Single,$40K - $60K,Blue,1538.0
6774,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,1572.0
6775,Existing Customer,4,Uneducated,Married,Less than $40K,Blue,1438.3
6776,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2814.0
6777,Attrited Customer,5,Post-Graduate,Married,Less than $40K,Blue,1495.0
6778,Attrited Customer,2,Graduate,Married,$40K - $60K,Blue,1959.0
6779,Existing Customer,1,Graduate,Divorced,Less than $40K,Blue,2903.0
6780,Existing Customer,3,Uneducated,Single,$40K - $60K,Blue,4543.0
6781,Existing Customer,1,College,Married,Unknown,Blue,3119.0
6782,Existing Customer,1,Uneducated,Unknown,$80K - $120K,Blue,17506.0
6783,Attrited Customer,2,Unknown,Married,Less than $40K,Blue,1438.3
6784,Existing Customer,2,Uneducated,Married,Unknown,Blue,3128.0
6785,Attrited Customer,2,High School,Single,Unknown,Blue,5956.0
6786,Existing Customer,4,Unknown,Unknown,Less than $40K,Blue,4177.0
6787,Existing Customer,2,Unknown,Single,$80K - $120K,Blue,13457.0
6788,Existing Customer,4,College,Divorced,$80K - $120K,Blue,1535.0
6789,Existing Customer,3,Graduate,Married,Less than $40K,Blue,3203.0
6790,Attrited Customer,2,Graduate,Divorced,Less than $40K,Blue,2092.0
6791,Existing Customer,3,Graduate,Married,Less than $40K,Blue,2420.0
6792,Existing Customer,3,High School,Single,Less than $40K,Blue,2313.0
6793,Existing Customer,2,Graduate,Married,$40K - $60K,Blue,3059.0
6794,Existing Customer,1,Uneducated,Married,$40K - $60K,Blue,2235.0
6795,Existing Customer,1,Unknown,Married,Less than $40K,Blue,3208.0
6796,Existing Customer,2,Graduate,Unknown,$60K - $80K,Blue,7534.0
6797,Existing Customer,1,Graduate,Unknown,Less than $40K,Blue,2006.0
6798,Existing Customer,4,Unknown,Divorced,$60K - $80K,Blue,1438.3
6799,Existing Customer,3,Unknown,Married,$80K - $120K,Blue,14044.0
6800,Existing Customer,4,College,Single,$60K - $80K,Blue,5005.0
6801,Attrited Customer,2,Uneducated,Single,Less than $40K,Blue,1628.0
6802,Existing Customer,0,Unknown,Single,Less than $40K,Blue,3033.0
6803,Existing Customer,1,Graduate,Unknown,$40K - $60K,Blue,5204.0
6804,Existing Customer,1,High School,Single,Less than $40K,Blue,2442.0
6805,Existing Customer,2,Graduate,Single,Less than $40K,Blue,2429.0
6806,Existing Customer,0,High School,Single,$40K - $60K,Blue,2213.0
6807,Existing Customer,4,Graduate,Married,Less than $40K,Blue,2624.0
6808,Existing Customer,1,College,Single,$40K - $60K,Blue,1976.0
6809,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,3492.0
6810,Attrited Customer,4,High School,Married,Less than $40K,Blue,3546.0
6811,Attrited Customer,3,High School,Unknown,Less than $40K,Blue,2989.0
6812,Existing Customer,4,Graduate,Married,$40K - $60K,Blue,1438.3
6813,Existing Customer,4,Uneducated,Divorced,Unknown,Blue,1438.3
6814,Existing Customer,3,High School,Unknown,Less than $40K,Blue,1438.3
6815,Existing Customer,1,Unknown,Married,Less than $40K,Blue,1438.3
6816,Existing Customer,4,Post-Graduate,Single,$40K - $60K,Blue,2383.0
6817,Existing Customer,2,Graduate,Married,$80K - $120K,Blue,13587.0
6818,Existing Customer,3,Graduate,Single,Less than $40K,Blue,3085.0
6819,Existing Customer,4,Uneducated,Single,$80K - $120K,Blue,32431.0
6820,Existing Customer,0,Graduate,Single,Less than $40K,Blue,2207.0
6821,Existing Customer,3,High School,Unknown,Less than $40K,Blue,2781.0
6822,Attrited Customer,3,Graduate,Single,$80K - $120K,Blue,6921.0
6823,Existing Customer,3,Graduate,Single,Less than $40K,Blue,7596.0
6824,Existing Customer,3,Uneducated,Married,Unknown,Blue,4568.0
6825,Existing Customer,4,Graduate,Single,$40K - $60K,Blue,6475.0
6826,Attrited Customer,3,Doctorate,Divorced,$80K - $120K,Blue,9949.0
6827,Existing Customer,3,College,Married,Less than $40K,Blue,2238.0
6828,Existing Customer,2,College,Married,Less than $40K,Blue,1438.3
6829,Existing Customer,0,High School,Single,Less than $40K,Blue,2670.0
6830,Existing Customer,3,Graduate,Single,Less than $40K,Blue,1438.3
6831,Existing Customer,3,Post-Graduate,Single,$40K - $60K,Blue,2142.0
6832,Existing Customer,1,Uneducated,Single,Less than $40K,Blue,3382.0
6833,Existing Customer,2,Graduate,Single,Unknown,Blue,8961.0
6834,Existing Customer,4,High School,Married,Less than $40K,Blue,1762.0
6835,Existing Customer,4,Graduate,Divorced,$40K - $60K,Blue,1919.0
6836,Existing Customer,0,Graduate,Married,Less than $40K,Blue,3054.0
6837,Existing Customer,3,Unknown,Single,Unknown,Blue,1877.0
6838,Existing Customer,3,High School,Married,Less than $40K,Blue,4223.0
6839,Attrited Customer,2,Graduate,Married,Less than $40K,Blue,1666.0
6840,Existing Customer,2,Graduate,Divorced,Less than $40K,Blue,2422.0
6841,Existing Customer,1,Post-Graduate,Married,Unknown,Blue,4821.0
6842,Existing Customer,2,College,Single,Less than $40K,Blue,3264.0
6843,Existing Customer,3,College,Married,$60K - $80K,Blue,4565.0
6844,Existing Customer,3,Graduate,Single,$40K - $60K,Blue,1765.0
6845,Existing Customer,4,College,Divorced,$80K - $120K,Blue,16050.0
6846,Existing Customer,3,Graduate,Single,Less than $40K,Blue,2188.0
6847,Existing Customer,3,High School,Single,$40K - $60K,Blue,1721.0
6848,Attrited Customer,1,College,Married,$40K - $60K,Blue,1737.0
6849,Existing Customer,3,Unknown,Divorced,Unknown,Blue,2369.0
6850,Existing Customer,3,Uneducated,Single,Less than $40K,Blue,2652.0
6851,Existing Customer,2,College,Married,$40K - $60K,Blue,1438.3
