attrition_flag,dependent_count,marital_status,income_category,card_category,credit_limit_NaN,credit_limit,education_level
Existing Customer,2,Unknown,Less than $40K,Blue,0,2169.0,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,4862.0,Graduate
Existing Customer,5,Married,Less than $40K,Blue,0,2289.0,High School
Existing Customer,3,Married,$60K - $80K,Blue,0,22651.0,Unknown
Existing Customer,4,Unknown,Less than $40K,Blue,0,2406.0,Unknown
Attrited Customer,3,Married,$80K - $120K,Blue,0,3022.0,High School
Existing Customer,3,Married,$80K - $120K,Blue,0,12935.0,Graduate
Attrited Customer,4,Single,Less than $40K,Blue,0,1438.3,Unknown
Attrited Customer,1,Married,$40K - $60K,Blue,0,1438.3,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,2256.0,Uneducated
Attrited Customer,3,Single,Less than $40K,Blue,0,1516.0,College
Existing Customer,3,Unknown,$40K - $60K,Blue,0,2485.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,1820.0,Unknown
Existing Customer,2,Married,Unknown,Blue,0,2156.0,College
Existing Customer,5,Single,$60K - $80K,Blue,0,5826.0,Uneducated
Existing Customer,1,Single,Less than $40K,Silver,0,10190.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,2035.0,Unknown
Attrited Customer,2,Single,Less than $40K,Blue,0,1833.0,Graduate
Existing Customer,3,Single,$60K - $80K,Blue,0,1623.0,Graduate
Attrited Customer,0,Single,Less than $40K,Blue,0,1835.0,Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,4490.0,Unknown
Existing Customer,3,Divorced,$60K - $80K,Blue,0,11062.0,High School
Attrited Customer,0,Single,Less than $40K,Blue,0,1574.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,2370.0,Post-Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2658.0,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,2300.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2368.0,Uneducated
Existing Customer,0,Married,$40K - $60K,Blue,0,2883.0,High School
Existing Customer,2,Divorced,Unknown,Blue,0,3264.0,Unknown
Existing Customer,3,Single,Less than $40K,Blue,0,1937.0,Doctorate
Existing Customer,4,Married,$40K - $60K,Blue,0,2166.0,Graduate
Existing Customer,5,Married,$40K - $60K,Blue,0,7135.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,1438.3,Uneducated
Existing Customer,3,Single,$40K - $60K,Blue,0,3743.0,Uneducated
Existing Customer,0,Divorced,Unknown,Blue,0,5190.0,Post-Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,6059.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,2577.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,3761.0,High School
Attrited Customer,3,Married,Less than $40K,Blue,0,1572.0,Doctorate
Existing Customer,1,Married,$40K - $60K,Blue,0,1637.0,High School
Existing Customer,2,Married,$120K +,Blue,0,28600.0,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,4402.0,Graduate
Existing Customer,1,Unknown,Less than $40K,Blue,0,2652.0,Graduate
Existing Customer,2,Married,$40K - $60K,Blue,0,6602.0,Unknown
Attrited Customer,2,Single,$40K - $60K,Blue,0,1900.0,Uneducated
Existing Customer,4,Single,$40K - $60K,Blue,0,3455.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,18123.0,High School
Existing Customer,4,Divorced,Less than $40K,Blue,0,2295.0,College
Existing Customer,3,Married,$80K - $120K,Blue,0,1518.0,Post-Graduate
Existing Customer,2,Unknown,Less than $40K,Blue,0,2723.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,1776.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,1968.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,1860.0,High School
Existing Customer,3,Divorced,Less than $40K,Blue,0,2684.0,Unknown
Existing Customer,2,Single,$40K - $60K,Blue,0,2180.0,Doctorate
Attrited Customer,2,Single,Less than $40K,Blue,0,1661.0,Unknown
Existing Customer,0,Single,Less than $40K,Blue,0,1679.0,Post-Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,1691.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2888.0,Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,1871.0,High School
Existing Customer,2,Unknown,Less than $40K,Blue,0,3226.0,Doctorate
Existing Customer,5,Married,$80K - $120K,Blue,0,12114.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,4959.0,High School
Existing Customer,4,Single,$80K - $120K,Blue,0,10374.0,Uneducated
Existing Customer,1,Married,Less than $40K,Blue,0,1438.3,Doctorate
Attrited Customer,2,Single,Unknown,Blue,0,1486.0,Doctorate
Existing Customer,3,Married,Unknown,Blue,0,2542.0,High School
Attrited Customer,2,Single,Less than $40K,Blue,0,1931.0,High School
Attrited Customer,3,Single,Less than $40K,Blue,0,1644.0,Post-Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,2283.0,Graduate
Existing Customer,1,Unknown,Less than $40K,Blue,0,4943.0,Post-Graduate
Attrited Customer,2,Unknown,$40K - $60K,Blue,0,1438.3,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,2,Divorced,Less than $40K,Blue,0,1438.3,College
Attrited Customer,0,Single,Less than $40K,Blue,0,1760.0,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,1852.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,2049.0,High School
Attrited Customer,3,Married,Less than $40K,Blue,0,1670.0,Unknown
Existing Customer,3,Divorced,Less than $40K,Blue,0,1511.0,High School
Existing Customer,1,Single,$80K - $120K,Blue,0,6018.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,3030.0,High School
Existing Customer,4,Single,Less than $40K,Blue,0,2755.0,Graduate
Existing Customer,4,Single,$80K - $120K,Blue,0,8783.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,1861.0,Unknown
Attrited Customer,2,Married,$120K +,Blue,0,13709.0,Post-Graduate
Attrited Customer,3,Unknown,Less than $40K,Blue,0,4710.0,Graduate
Existing Customer,4,Married,$80K - $120K,Blue,0,17285.0,College
Existing Customer,3,Single,Less than $40K,Blue,0,1438.3,High School
Existing Customer,2,Single,$60K - $80K,Blue,0,7866.0,College
Existing Customer,1,Married,Less than $40K,Blue,0,2190.0,Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,4829.0,Unknown
Existing Customer,3,Divorced,$80K - $120K,Blue,0,3210.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,1755.0,Unknown
Existing Customer,4,Single,$40K - $60K,Blue,0,1438.3,Unknown
Existing Customer,3,Unknown,$60K - $80K,Blue,0,14485.0,Graduate
Existing Customer,5,Married,$40K - $60K,Blue,0,6043.0,Graduate
Attrited Customer,2,Single,$60K - $80K,Blue,0,6348.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,1438.3,Graduate
Attrited Customer,3,Married,$60K - $80K,Blue,0,17239.0,High School
Attrited Customer,3,Married,Unknown,Blue,0,18432.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,1636.0,High School
Existing Customer,3,Married,Unknown,Blue,0,7951.0,Graduate
Attrited Customer,3,Married,$60K - $80K,Blue,0,14201.0,High School
Existing Customer,0,Unknown,$40K - $60K,Blue,0,2723.0,Unknown
Existing Customer,1,Single,Less than $40K,Blue,0,2019.0,College
Existing Customer,3,Single,Unknown,Blue,0,10305.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,3114.0,Graduate
Attrited Customer,3,Unknown,$40K - $60K,Blue,0,4323.0,Graduate
Attrited Customer,2,Single,Less than $40K,Blue,0,3647.0,College
Existing Customer,2,Single,$60K - $80K,Blue,0,1849.0,High School
Existing Customer,1,Married,$80K - $120K,Blue,0,2540.0,Graduate
Existing Customer,5,Single,Unknown,Blue,0,4972.0,College
Existing Customer,2,Single,Less than $40K,Silver,0,13565.0,Graduate
Attrited Customer,2,Married,$60K - $80K,Blue,0,6332.0,High School
Existing Customer,2,Married,$60K - $80K,Blue,0,6062.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,2897.0,Graduate
Existing Customer,4,Single,$60K - $80K,Blue,0,13407.0,High School
Existing Customer,2,Single,Unknown,Blue,0,6610.0,Graduate
Attrited Customer,4,Married,$80K - $120K,Blue,0,1438.3,College
Existing Customer,5,Married,Less than $40K,Blue,0,2030.0,Unknown
Attrited Customer,1,Married,$40K - $60K,Blue,0,3146.0,Post-Graduate
Existing Customer,0,Married,$80K - $120K,Blue,0,5302.0,College
Existing Customer,2,Single,Less than $40K,Blue,0,3185.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,4328.0,College
Existing Customer,3,Married,Less than $40K,Blue,0,2238.0,Uneducated
Existing Customer,4,Single,Less than $40K,Blue,0,2658.0,College
Existing Customer,1,Single,$60K - $80K,Blue,0,9090.0,Graduate
Existing Customer,5,Single,Less than $40K,Blue,0,2424.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,1438.3,Uneducated
Attrited Customer,1,Married,Less than $40K,Blue,0,1438.3,Doctorate
Existing Customer,1,Single,Unknown,Blue,0,2303.0,Uneducated
Existing Customer,2,Divorced,$120K +,Blue,0,2792.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,2900.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,2267.0,Unknown
Existing Customer,1,Married,$40K - $60K,Blue,0,4189.0,Unknown
Attrited Customer,4,Married,$60K - $80K,Blue,0,12890.0,Uneducated
Existing Customer,2,Single,Unknown,Blue,0,3269.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,2759.0,Graduate
Attrited Customer,5,Single,Less than $40K,Blue,0,1787.0,High School
Existing Customer,3,Single,$60K - $80K,Blue,0,6854.0,Uneducated
Attrited Customer,1,Single,$80K - $120K,Blue,0,2904.0,Unknown
Existing Customer,0,Divorced,$80K - $120K,Blue,0,5293.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,1781.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,3276.0,Unknown
Existing Customer,2,Single,$60K - $80K,Silver,0,34516.0,Uneducated
Existing Customer,4,Unknown,$60K - $80K,Blue,0,14670.0,Uneducated
Attrited Customer,2,Married,$40K - $60K,Blue,0,4375.0,Post-Graduate
Existing Customer,2,Unknown,Unknown,Blue,0,3448.0,College
Attrited Customer,2,Married,$80K - $120K,Blue,0,2111.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,3123.0,Graduate
Existing Customer,4,Married,$40K - $60K,Blue,0,8374.0,Graduate
Existing Customer,1,Married,$40K - $60K,Silver,0,15713.0,Doctorate
Existing Customer,0,Single,$40K - $60K,Blue,0,4115.0,Graduate
Attrited Customer,3,Single,$80K - $120K,Blue,0,6925.0,Uneducated
Existing Customer,2,Married,Unknown,Blue,0,1898.0,Unknown
Existing Customer,1,Single,Unknown,Blue,0,2021.0,Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,1630.0,Uneducated
Attrited Customer,4,Single,$40K - $60K,Blue,0,1538.0,College
Existing Customer,5,Single,$60K - $80K,Blue,0,22639.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,2452.0,Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,1438.3,Unknown
Attrited Customer,2,Married,$120K +,Blue,0,9924.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2586.0,High School
Existing Customer,1,Married,Less than $40K,Blue,0,2308.0,College
Existing Customer,2,Married,Unknown,Blue,0,10514.0,Uneducated
Existing Customer,3,Married,$40K - $60K,Blue,0,1655.0,Unknown
Existing Customer,2,Single,$40K - $60K,Blue,0,2768.0,High School
Existing Customer,0,Single,Less than $40K,Blue,0,2533.0,College
Existing Customer,2,Married,$80K - $120K,Blue,0,25658.0,Uneducated
Attrited Customer,2,Divorced,$40K - $60K,Blue,0,4410.0,Graduate
Attrited Customer,4,Unknown,Less than $40K,Blue,0,3468.0,College
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,Unknown
Attrited Customer,3,Unknown,Unknown,Blue,0,1438.3,Unknown
Existing Customer,1,Unknown,Unknown,Blue,0,6968.0,High School
Existing Customer,3,Single,$40K - $60K,Blue,0,2441.0,Unknown
Attrited Customer,4,Single,Less than $40K,Blue,0,1836.0,Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,2560.0,Uneducated
Existing Customer,4,Married,$80K - $120K,Blue,0,32733.0,Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,2964.0,Unknown
Existing Customer,1,Unknown,$80K - $120K,Blue,0,8315.0,Unknown
Existing Customer,0,Single,Less than $40K,Blue,0,2279.0,College
Existing Customer,4,Single,$80K - $120K,Silver,0,34516.0,Uneducated
Existing Customer,4,Married,$40K - $60K,Blue,0,1438.3,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,2020.0,Post-Graduate
Attrited Customer,2,Unknown,Unknown,Gold,0,34516.0,High School
Existing Customer,2,Single,Unknown,Blue,0,5261.0,College
Existing Customer,3,Married,Unknown,Blue,0,2692.0,Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,1994.0,Graduate
Existing Customer,3,Divorced,$60K - $80K,Blue,0,3290.0,Uneducated
Existing Customer,5,Single,$40K - $60K,Blue,0,3035.0,Post-Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,2407.0,Uneducated
Attrited Customer,3,Married,Less than $40K,Blue,0,1781.0,High School
Attrited Customer,1,Married,Less than $40K,Blue,0,3680.0,Post-Graduate
Attrited Customer,4,Married,Less than $40K,Blue,0,2740.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,4311.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,1931.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,3604.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,2190.0,Unknown
Existing Customer,2,Unknown,Less than $40K,Blue,0,8438.0,Uneducated
Existing Customer,3,Married,$40K - $60K,Blue,0,3413.0,Uneducated
Existing Customer,0,Unknown,Less than $40K,Blue,0,2163.0,High School
Existing Customer,1,Single,Less than $40K,Blue,0,3595.0,Graduate
Existing Customer,1,Married,$120K +,Blue,0,9036.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,2315.0,High School
Existing Customer,4,Married,$80K - $120K,Silver,0,34516.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,4008.0,High School
Existing Customer,3,Married,Less than $40K,Blue,0,3143.0,Uneducated
Attrited Customer,3,Single,$80K - $120K,Blue,0,3427.0,Post-Graduate
Existing Customer,3,Single,Less than $40K,Blue,0,2699.0,College
Existing Customer,2,Single,Less than $40K,Blue,0,1538.0,Unknown
Existing Customer,3,Married,$40K - $60K,Blue,0,5573.0,High School
Existing Customer,3,Unknown,$80K - $120K,Blue,0,2570.0,Unknown
Existing Customer,2,Unknown,$80K - $120K,Blue,0,18008.0,Unknown
Attrited Customer,0,Single,$120K +,Blue,0,34516.0,High School
Existing Customer,4,Married,Unknown,Blue,0,13483.0,Unknown
Existing Customer,3,Single,Unknown,Blue,0,4349.0,Uneducated
Existing Customer,3,Single,$60K - $80K,Blue,0,11698.0,Uneducated
Attrited Customer,4,Married,Less than $40K,Blue,0,8318.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,1438.3,Doctorate
Attrited Customer,2,Single,$40K - $60K,Blue,0,1643.0,Graduate
Existing Customer,4,Married,$40K - $60K,Blue,0,1503.0,College
Existing Customer,2,Married,Less than $40K,Blue,0,2793.0,High School
Existing Customer,4,Divorced,$40K - $60K,Blue,0,1438.3,College
Existing Customer,3,Married,$80K - $120K,Blue,0,9094.0,Uneducated
Existing Customer,3,Divorced,$60K - $80K,Blue,0,6362.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,2394.0,High School
Existing Customer,4,Single,$60K - $80K,Blue,0,15100.0,Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,2927.0,Graduate
Existing Customer,5,Married,$80K - $120K,Blue,0,9030.0,Uneducated
Existing Customer,2,Single,Less than $40K,Blue,0,1543.0,Doctorate
Existing Customer,1,Married,Unknown,Blue,0,4941.0,Unknown
Existing Customer,1,Married,Unknown,Blue,0,2279.0,Graduate
Attrited Customer,3,Divorced,Less than $40K,Blue,0,1877.0,Post-Graduate
Existing Customer,2,Divorced,$40K - $60K,Blue,0,1438.3,Graduate
Existing Customer,5,Unknown,Less than $40K,Blue,0,1438.3,Uneducated
Existing Customer,3,Married,$60K - $80K,Blue,0,9577.0,Unknown
Existing Customer,2,Divorced,$60K - $80K,Blue,0,5427.0,Graduate
Attrited Customer,4,Single,$40K - $60K,Blue,0,5913.0,High School
Attrited Customer,3,Single,$40K - $60K,Blue,0,2867.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,2506.0,Unknown
Existing Customer,2,Married,$40K - $60K,Blue,0,1693.0,Post-Graduate
Attrited Customer,1,Married,Unknown,Blue,0,3137.0,High School
Attrited Customer,3,Single,Less than $40K,Blue,0,2437.0,Graduate
Existing Customer,1,Married,Less than $40K,Blue,0,1438.3,High School
Existing Customer,3,Single,Less than $40K,Blue,0,3913.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,4953.0,College
Existing Customer,3,Single,$40K - $60K,Blue,0,5724.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,1438.3,High School
Existing Customer,2,Single,Less than $40K,Blue,0,1886.0,Graduate
Attrited Customer,3,Single,$40K - $60K,Blue,0,1451.0,Graduate
Existing Customer,1,Married,Unknown,Blue,0,2950.0,High School
Attrited Customer,0,Single,$40K - $60K,Blue,0,1438.3,Graduate
Existing Customer,2,Unknown,$40K - $60K,Blue,0,2024.0,College
Attrited Customer,0,Single,Unknown,Blue,0,2299.0,Uneducated
Existing Customer,1,Married,$40K - $60K,Blue,0,3291.0,Graduate
Attrited Customer,2,Single,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,5,Divorced,Less than $40K,Blue,0,2137.0,Graduate
Attrited Customer,2,Married,Less than $40K,Blue,0,1438.3,High School
Existing Customer,3,Single,$80K - $120K,Blue,0,16794.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,12219.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,1804.0,College
Existing Customer,2,Married,Less than $40K,Blue,0,2343.0,College
Existing Customer,3,Single,$80K - $120K,Blue,0,19724.0,Unknown
Existing Customer,3,Married,Less than $40K,Blue,0,3949.0,Graduate
Attrited Customer,0,Single,Less than $40K,Blue,0,1682.0,High School
Attrited Customer,1,Single,Less than $40K,Blue,0,1724.0,Uneducated
Existing Customer,3,Married,Less than $40K,Blue,0,2372.0,High School
Existing Customer,3,Married,$120K +,Blue,0,4642.0,Unknown
Existing Customer,4,Single,$40K - $60K,Blue,0,2765.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2555.0,Uneducated
Existing Customer,3,Married,$80K - $120K,Blue,0,3150.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,2570.0,Uneducated
Existing Customer,0,Single,$60K - $80K,Blue,0,4386.0,Post-Graduate
Existing Customer,4,Married,Less than $40K,Blue,0,2411.0,High School
Attrited Customer,3,Divorced,Less than $40K,Blue,0,6397.0,Graduate
Attrited Customer,1,Unknown,$120K +,Blue,0,23958.0,High School
Existing Customer,3,Single,Less than $40K,Blue,0,2608.0,High School
Existing Customer,3,Married,$40K - $60K,Blue,0,4409.0,Graduate
Existing Customer,2,Single,$60K - $80K,Blue,0,10033.0,Uneducated
Attrited Customer,2,Single,$60K - $80K,Blue,0,1641.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,2454.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,1978.0,Uneducated
Existing Customer,2,Married,$60K - $80K,Blue,0,5464.0,Post-Graduate
Existing Customer,3,Single,$60K - $80K,Blue,0,5951.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,2381.0,Graduate
Existing Customer,4,Divorced,$60K - $80K,Blue,0,11596.0,Graduate
Existing Customer,3,Single,$40K - $60K,Blue,0,5162.0,Graduate
Existing Customer,1,Single,Unknown,Blue,0,16312.0,Graduate
Attrited Customer,3,Single,$60K - $80K,Silver,0,25276.0,Uneducated
Existing Customer,3,Single,Less than $40K,Blue,0,1939.0,Post-Graduate
Existing Customer,2,Divorced,$40K - $60K,Blue,0,2788.0,College
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,2448.0,Uneducated
Existing Customer,1,Married,Unknown,Blue,0,10317.0,Graduate
Attrited Customer,1,Single,Less than $40K,Blue,0,3119.0,High School
Attrited Customer,4,Single,Less than $40K,Blue,0,2803.0,Graduate
Existing Customer,4,Unknown,Less than $40K,Blue,0,2397.0,High School
Attrited Customer,3,Divorced,Less than $40K,Blue,0,1693.0,High School
Existing Customer,2,Married,$80K - $120K,Blue,0,2866.0,Unknown
Existing Customer,3,Unknown,$40K - $60K,Blue,0,2498.0,Uneducated
Existing Customer,4,Divorced,Less than $40K,Blue,0,1878.0,Post-Graduate
Existing Customer,1,Married,$40K - $60K,Blue,0,2712.0,College
Attrited Customer,2,Single,$120K +,Blue,0,34516.0,Graduate
Existing Customer,3,Married,$40K - $60K,Blue,0,6169.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,6205.0,Post-Graduate
Existing Customer,2,Unknown,Less than $40K,Blue,0,1780.0,High School
Existing Customer,3,Married,Less than $40K,Blue,0,1438.3,High School
Attrited Customer,2,Married,Less than $40K,Blue,0,2811.0,Graduate
Attrited Customer,1,Single,Less than $40K,Blue,0,7501.0,Graduate
Existing Customer,1,Unknown,Less than $40K,Blue,0,2856.0,College
Existing Customer,3,Single,$80K - $120K,Blue,0,29898.0,Graduate
Existing Customer,2,Married,$60K - $80K,Blue,0,1939.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,2965.0,Graduate
Existing Customer,4,Single,Less than $40K,Blue,0,2812.0,Doctorate
Attrited Customer,1,Single,Unknown,Blue,0,10031.0,High School
Existing Customer,0,Divorced,$40K - $60K,Blue,0,4049.0,High School
Attrited Customer,3,Single,$40K - $60K,Blue,0,2669.0,High School
Attrited Customer,3,Single,Less than $40K,Blue,0,1951.0,College
Existing Customer,1,Single,$40K - $60K,Blue,0,1528.0,High School
Attrited Customer,2,Married,Less than $40K,Blue,0,1438.3,Unknown
Attrited Customer,2,Married,$60K - $80K,Blue,0,3143.0,Graduate
Existing Customer,5,Unknown,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,2,Single,$40K - $60K,Blue,0,8406.0,Graduate
Existing Customer,0,Unknown,Less than $40K,Blue,0,2242.0,High School
Attrited Customer,5,Divorced,$60K - $80K,Blue,0,6538.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,4710.0,High School
Existing Customer,1,Single,$120K +,Blue,0,13032.0,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,2225.0,Uneducated
Existing Customer,3,Married,$40K - $60K,Blue,0,3143.0,Unknown
Existing Customer,2,Married,$60K - $80K,Blue,0,5013.0,Uneducated
Existing Customer,0,Married,Less than $40K,Blue,0,3466.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,1686.0,Uneducated
Attrited Customer,3,Divorced,$40K - $60K,Blue,0,1689.0,Uneducated
Existing Customer,1,Married,$40K - $60K,Blue,0,1626.0,High School
Attrited Customer,2,Single,Less than $40K,Blue,0,1614.0,Graduate
Existing Customer,3,Single,Unknown,Blue,0,2429.0,Uneducated
Existing Customer,2,Married,$40K - $60K,Blue,0,1438.3,Post-Graduate
Attrited Customer,4,Married,$80K - $120K,Blue,0,17523.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,2573.0,Doctorate
Existing Customer,3,Single,$40K - $60K,Blue,0,2900.0,College
Existing Customer,2,Single,Less than $40K,Blue,0,2352.0,High School
Existing Customer,2,Single,Less than $40K,Blue,0,2212.0,Doctorate
Attrited Customer,2,Single,$80K - $120K,Blue,0,9642.0,High School
Existing Customer,1,Married,$120K +,Blue,0,9257.0,Unknown
Attrited Customer,2,Single,Less than $40K,Blue,0,1731.0,Graduate
Existing Customer,1,Unknown,$60K - $80K,Blue,0,16929.0,Graduate
Existing Customer,2,Married,$80K - $120K,Blue,0,3606.0,College
Existing Customer,4,Single,$40K - $60K,Blue,0,1714.0,College
Existing Customer,3,Married,$80K - $120K,Blue,0,23512.0,Graduate
Attrited Customer,3,Married,Less than $40K,Blue,0,1855.0,Unknown
Attrited Customer,3,Single,Less than $40K,Blue,0,1605.0,Uneducated
Attrited Customer,3,Married,Less than $40K,Blue,0,2302.0,Graduate
Existing Customer,3,Married,$60K - $80K,Blue,0,13546.0,Unknown
Attrited Customer,4,Unknown,Less than $40K,Blue,0,2440.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,2669.0,High School
Attrited Customer,3,Single,Less than $40K,Blue,0,2402.0,Unknown
Attrited Customer,2,Single,$40K - $60K,Blue,0,3001.0,High School
Existing Customer,2,Married,Less than $40K,Blue,0,2552.0,Graduate
Existing Customer,3,Married,Less than $40K,Blue,0,2679.0,Unknown
Existing Customer,4,Single,Less than $40K,Blue,0,1502.0,Post-Graduate
Existing Customer,1,Unknown,$40K - $60K,Blue,0,1438.3,High School
Existing Customer,4,Married,Less than $40K,Blue,0,3331.0,Graduate
Existing Customer,1,Divorced,Less than $40K,Blue,0,1438.3,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2426.0,Graduate
Attrited Customer,2,Single,$80K - $120K,Blue,0,2791.0,Graduate
Existing Customer,2,Unknown,$80K - $120K,Blue,0,18379.0,Uneducated
Existing Customer,2,Married,$120K +,Blue,0,3499.0,Doctorate
Existing Customer,0,Single,Less than $40K,Blue,0,1438.3,Doctorate
Existing Customer,2,Married,$120K +,Blue,0,18295.0,Graduate
Existing Customer,1,Single,Less than $40K,Blue,0,1568.0,Unknown
Existing Customer,2,Married,Less than $40K,Blue,0,2712.0,Post-Graduate
Attrited Customer,5,Single,$120K +,Silver,0,34516.0,College
Existing Customer,5,Single,Less than $40K,Blue,0,2177.0,Graduate
Existing Customer,2,Married,Less than $40K,Blue,0,2296.0,Uneducated
Existing Customer,3,Married,Less than $40K,Blue,0,2435.0,High School
Attrited Customer,3,Divorced,Less than $40K,Blue,0,1495.0,Graduate
Attrited Customer,3,Single,$120K +,Blue,0,9220.0,College
Attrited Customer,2,Married,$60K - $80K,Blue,0,23128.0,Unknown
Existing Customer,2,Single,Less than $40K,Blue,0,4254.0,High School
Attrited Customer,3,Single,$40K - $60K,Blue,0,14897.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,3554.0,Uneducated
Existing Customer,2,Married,Less than $40K,Blue,0,1798.0,Graduate
Existing Customer,2,Single,Less than $40K,Blue,0,2429.0,Doctorate
Existing Customer,4,Divorced,$40K - $60K,Blue,0,2477.0,High School
Existing Customer,2,Divorced,Unknown,Blue,0,14304.0,Graduate
Existing Customer,0,Single,Less than $40K,Blue,0,1536.0,Graduate
Existing Customer,3,Unknown,Unknown,Blue,0,15370.0,High School
Existing Customer,4,Unknown,$40K - $60K,Gold,0,23981.0,Doctorate
Existing Customer,3,Single,$60K - $80K,Blue,0,6318.0,College
Existing Customer,1,Single,Unknown,Blue,0,3558.0,Unknown
Attrited Customer,4,Unknown,Less than $40K,Blue,0,1677.0,Unknown
Existing Customer,4,Married,Less than $40K,Blue,0,2734.0,Unknown
Existing Customer,2,Married,$40K - $60K,Blue,0,2396.0,High School
Existing Customer,4,Married,$80K - $120K,Blue,0,9852.0,Unknown
